YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Leng,Shape_Area,BBOX
"2020",CA,CDF,NEU,NELSON,"00013212",2020/06/18,2020/06/23,"11",,110.00000000000,109.60300000000,"1","1",,3252.52327974000,443544.67479500000,"Polygon ((-121.35503991 38.88610579, -121.34016902 38.88610579, -121.34016902 38.89047779, -121.35503991 38.89047779, -121.35503991 38.88610579))"
"2020",CA,CDF,NEU,AMORUSO,"00011799",2020/06/01,2020/06/04,"2",,670.00000000000,685.58500000000,"1","1",,9653.76030782000,2774464.03450000007,"Polygon ((-121.38774723 38.8157549, -121.35142636 38.8157549, -121.35142636 38.8379682, -121.38774723 38.8379682, -121.38774723 38.8157549))"
"2020",CA,CDF,NEU,ATHENS,"00018493",2020/08/10,2020/03/01,"14",,26.00000000000,27.30050000000,"1","1",,1649.64323523000,110481.12525300001,"Polygon ((-121.33875032 38.84188355, -121.33171061 38.84188355, -121.33171061 38.84564912, -121.33875032 38.84564912, -121.33875032 38.84188355))"
"2020",CA,CDF,NEU,FLEMING,"00007619",2020/03/31,2020/04/01,"9",,13.00000000000,12.93160000000,"1","1",,1577.15585674000,52332.10866380000,"Polygon ((-121.27579228 38.96093014, -121.27047103 38.96093014, -121.27047103 38.9635779, -121.27579228 38.9635779, -121.27579228 38.96093014))"
"2020",CA,CDF,NEU,MELANESE,"00008471",2020/04/14,2020/04/19,"18",,10.30000000000,10.31600000000,"1","1",,1035.78762517000,41747.22445190000,"Polygon ((-121.30249573 39.48543263, -121.29867484 39.48543263, -121.29867484 39.48721454, -121.30249573 39.48721454, -121.30249573 39.48543263))"
"2020",CA,CDF,NEU,PFE,"00014858",2020/07/05,2020/07/05,"14",,36.00000000000,36.70190000000,"1","1",,2348.11404280000,148527.44900399999,"Polygon ((-121.38328447 38.72883457, -121.37869143 38.72883457, -121.37869143 38.73465547, -121.38328447 38.73465547, -121.38328447 38.72883457))"
"2020",CA,DOD,,VALLEY,"00015865",2020/07/15,2020/07/16,"14",Beale Air Force Base,377.00000000000,376.91000000000,"1","1",,7596.63958341000,1525302.29774999991,"Polygon ((-121.37717356 39.11407973, -121.36191356 39.11407973, -121.36191356 39.14125973, -121.37717356 39.14125973, -121.37717356 39.11407973))"
"2020",CA,CDF,NEU,WALDO,"00015275",2020/07/09,2020/07/12,"9",,10.70000000000,10.10220000000,"1","1",,1104.87797753000,40882.19980360000,"Polygon ((-121.30619022 39.13320238, -121.30365711 39.13320238, -121.30365711 39.13618059, -121.30619022 39.13618059, -121.30619022 39.13320238))"
"2020",CA,CDF,NEU,WILLOW,"00006064",2020/03/10,2020/03/11,"5",,34.00000000000,33.97390000000,"1","1",,1912.35863448000,137487.45518799999,"Polygon ((-121.31960551 39.39648868, -121.31503751 39.39648868, -121.31503751 39.40267068, -121.31960551 39.40267068, -121.31960551 39.39648868))"
"2020",CA,CDF,NEU,WILLOWS,"00021423",2020/09/09,2020/10/13,"7",,1311.00000000000,1309.09000000000,"3","1",,11758.46391790000,5297698.93630999979,"Polygon ((-121.3529405 39.36172169, -121.31176951 39.36172169, -121.31176951 39.38530268, -121.3529405 39.38530268, -121.3529405 39.36172169))"
"2020",CA,CDF,NEU,DYER,"00015012",2020/07/06,2020/07/06,"8",,195.00000000000,194.66000000000,"1","1",,6043.86000651000,787762.27063499996,"Polygon ((-121.42581564 38.7294968, -121.41116765 38.7294968, -121.41116765 38.7515428, -121.42581564 38.7515428, -121.42581564 38.7294968))"
"2020",CA,CDF,NEU,FARRIER,"00016781",2020/07/24,2020/07/31,"8",,22.70000000000,22.63430000000,"1","1",,1320.13886700000,91597.75558700001,"Polygon ((-121.37633122 38.73982988, -121.37198196 38.73982988, -121.37198196 38.74355521, -121.37633122 38.74355521, -121.37633122 38.73982988))"
"2020",CA,CDF,NEU,FIELDS,"00023897",2020/10/06,2020/10/09,"5",,55.00000000000,55.32840000000,"1","1",,2435.19171597000,223906.23250300001,"Polygon ((-121.44669352 39.17521973, -121.44035352 39.17521973, -121.44035352 39.18124973, -121.44669352 39.18124973, -121.44669352 39.17521973))"
"2020",CA,CDF,NEU,JONES,"00019231",2020/08/17,2020/09/28,"1",aka INDIAN,705.00000000000,705.54600000000,"3","1",,11775.49251370000,2855243.45379000017,"Polygon ((-121.11213219 39.25395396, -121.09377586 39.25395396, -121.09377586 39.2914909, -121.11213219 39.2914909, -121.11213219 39.25395396))"
"2020",CA,DOD,,PAVE PAWS,"00017717",2020/08/02,2020/08/02,"11",Beale Air Force Base,532.00000000000,532.77300000000,"1","1",,7847.30460974000,2156057.03251999989,"Polygon ((-121.37021355 39.13057973, -121.34048356 39.13057973, -121.34048356 39.14500973, -121.37021355 39.14500973, -121.37021355 39.13057973))"
"2020",CA,CDF,NEU,RIOSA,"00012970",2020/06/15,2020/06/15,"11",,13.80000000000,13.69470000000,"1","1",,1354.18816700000,55420.55590830000,"Polygon ((-121.31499392 38.98488905, -121.31205709 38.98488905, -121.31205709 38.98887582, -121.31499392 38.98887582, -121.31499392 38.98488905))"
"2020",CA,CDF,BTU,NELSON,"00006825",2020/06/17,2020/06/25,"14",,95.00000000000,103.33100000000,"1","1",,4438.99934928000,418168.01090300002,"Polygon ((-121.60923862 39.51615433, -121.59579982 39.51615433, -121.59579982 39.52408874, -121.60923862 39.52408874, -121.60923862 39.51615433))"
"2020",CA,CDF,BTU,POTTERS,"00009692",2020/08/17,2020/09/10,"1",2020 BUTTE LIGHTNING COMPLEX,710.00000000000,925.40200000000,"1","1",,12799.08391210000,3744968.34773000004,"Polygon ((-121.50648932 39.53839609, -121.47393438 39.53839609, -121.47393438 39.56586627, -121.50648932 39.56586627, -121.50648932 39.53839609))"
"2020",CA,CDF,BTU,CASSCADE CREEK,"00009703",2020/08/17,2020/09/10,"1",2020 BUTTE LIGHTNING COMPLEX,12.00000000000,260.17600000000,"1","1",,5399.38632718000,1052893.21641000011,"Polygon ((-121.19772042 39.68358887, -121.18276348 39.68358887, -121.18276348 39.69651549, -121.19772042 39.69651549, -121.19772042 39.68358887))"
"2020",CA,CDF,BTU,TEDDY,"00006891",2020/06/18,2020/06/23,"14",,134.00000000000,13.27960000000,"1","1",,1274.24243042000,53740.49262900000,"Polygon ((-121.46011832 39.37193701, -121.45400978 39.37193701, -121.45400978 39.37418001, -121.46011832 39.37418001, -121.46011832 39.37193701))"
"2020",CA,CDF,CZU,COAST,"00003906",2020/06/29,2020/06/29,"7",,20.00000000000,20.20830000000,"7","1",,1358.63506875000,81780.08463709999,"Polygon ((-122.08006478 36.96401469, -122.0756719 36.96401469, -122.0756719 36.9676587, -122.08006478 36.9676587, -122.08006478 36.96401469))"
"2020",CA,CDF,CZU,CZU LIGHTNING COMPLEX,"00005205",2020/08/16,2020/09/24,"1",,86509.00000000000,86553.50000000000,"7","1",,203187.73472600000,350269423.90200001001,"Polygon ((-122.34622858 37.01799883, -122.08706001 37.01799883, -122.08706001 37.27207328, -122.34622858 37.27207328, -122.34622858 37.01799883))"
"2020",CA,CDF,MEU,OAK,"00010700",2020/09/07,2020/09/28,"9",,1100.00000000000,1146.47000000000,"7","1",,14024.71409330000,4639582.51071999967,"Polygon ((-123.39662076 39.47702603, -123.35712533 39.47702603, -123.35712533 39.50054899, -123.39662076 39.50054899, -123.39662076 39.47702603))"
"2020",CA,CDF,MEU,CREEK,"00009786",2020/08/18,2020/08/26,"10",,820.00000000000,834.24400000000,"7","1",,9844.58268558000,3376066.58734000009,"Polygon ((-123.20530067 39.79548753, -123.17365295 39.79548753, -123.17365295 39.81765766, -123.20530067 39.81765766, -123.20530067 39.79548753))"
"2020",CA,CDF,MEU,3-19,"00009781",2020/08/18,2020/10/21,"1",,62.00000000000,65.00860000000,"4","1",,2019.92439182000,263080.25861299998,"Polygon ((-123.0184957 39.27408112, -123.0117628 39.27408112, -123.0117628 39.27999553, -123.0184957 39.27999553, -123.0184957 39.27408112))"
"2020",CA,CDF,MEU,VINEYARD,"00006489",2020/06/09,2020/06/18,"2",,150.00000000000,150.49500000000,"1","1",,4414.21778049000,609029.59684599994,"Polygon ((-123.15740399 38.89743402, -123.13975954 38.89743402, -123.13975954 38.90684202, -123.15740399 38.90684202, -123.15740399 38.89743402))"
"2020",CA,CDF,MEU,MINA,"00009342",2020/08/10,2020/08/15,"4",,170.00000000000,158.86900000000,"2","1",,3919.79116114000,642920.80705499998,"Polygon ((-123.27390877 39.82526522, -123.25840523 39.82526522, -123.25840523 39.83310364, -123.27390877 39.83310364, -123.27390877 39.82526522))"
"2020",CA,CDF,HUU,BEAR,"00001401",2020/02/15,2020/02/15,"5",,11.00000000000,10.47370000000,"1","1",,1159.06469270000,42385.74052640000,"Polygon ((-123.64539729 40.54234489, -123.6421263 40.54234489, -123.6421263 40.54455089, -123.64539729 40.54455089, -123.64539729 40.54234489))"
"2020",CA,CDF,HUU,REDWOOD,"00009006",2020/10/23,2020/10/23,"2",,102.00000000000,101.40000000000,"1","1",,2850.25191512000,410352.38123800000,"Polygon ((-123.87541326 40.52702191, -123.86666226 40.52702191, -123.86666226 40.53628391, -123.87541326 40.53628391, -123.87541326 40.52702191))"
"2020",CA,CDF,TGU,GRIZZLY,"00002412",2020/03/02,2020/03/06,"14",,154.00000000000,155.27300000000,"1","1",,5025.93107405000,628367.43220699998,"Polygon ((-122.3893964 39.74173988, -122.37741812 39.74173988, -122.37741812 39.75406736, -122.3893964 39.75406736, -122.3893964 39.74173988))"
"2020",CA,CDF,TGU,BEEGUM,"00002023",2020/02/22,2020/02/23,"18",,200.00000000000,181.44100000000,"2","1",,8157.37516355000,734263.43591899995,"Polygon ((-122.87052239 40.32979189, -122.85100639 40.32979189, -122.85100639 40.33764389, -122.87052239 40.33764389, -122.87052239 40.32979189))"
"2020",CA,CDF,TGU,4-8,"00008808",2020/08/17,2020/08/18,"1",,300.00000000000,278.01000000000,"1","1",,6905.85867285000,1125066.47537999996,"Polygon ((-122.42103339 39.48808356, -122.40384119 39.48808356, -122.40384119 39.49968646, -122.42103339 39.49968646, -122.42103339 39.48808356))"
"2020",CA,CDF,TGU,ELK,"00008702",2020/08/16,2020/08/17,"1",,727.00000000000,730.48100000000,"1","1",,9257.56896678000,2956153.39100999990,"Polygon ((-122.44064033 39.56818714, -122.41797885 39.56818714, -122.41797885 39.58749753, -122.44064033 39.58749753, -122.44064033 39.56818714))"
"2020",CA,CDF,TGU,RED,"00004162",2020/04/23,2020/04/24,"5",,26.40000000000,26.40670000000,"1","1",,2052.87177318000,106863.96476100000,"Polygon ((-122.60775066 40.06211783, -122.60216244 40.06211783, -122.60216244 40.06560579, -122.60775066 40.06560579, -122.60775066 40.06211783))"
"2020",CA,CDF,HUU,MINE,"00011303",2020/12/24,2020/12/24,"5",,11.00000000000,11.07410000000,"1","1",,1388.61325540000,44815.41335100001,"Polygon ((-123.68439137 40.43218876, -123.68047217 40.43218876, -123.68047217 40.43536425, -123.68439137 40.43536425, -123.68439137 40.43218876))"
"2020",CA,CDF,BTU,AVOCADO,"00007464",2020/06/30,2020/07/11,"14",,136.00000000000,137.58100000000,"1","1",,3147.48473786000,556772.06473800004,"Polygon ((-121.44603274 39.38479681, -121.43752569 39.38479681, -121.43752569 39.39537034, -121.44603274 39.39537034, -121.44603274 39.38479681))"
"2020",CA,CDF,BTU,HONCUT,"00006966",2020/06/20,2020/06/22,"14",,89.00000000000,88.18600000000,"1","1",,3214.83482392000,356875.42502700002,"Polygon ((-121.55347123 39.35454614, -121.54723693 39.35454614, -121.54723693 39.36502008, -121.55347123 39.36502008, -121.55347123 39.35454614))"
"2020",CA,CDF,BTU,GRAND,"00012308",2020/10/15,2020/10/20,"14",,30.00000000000,31.06110000000,"1","1",,2365.74296487000,125699.74823800000,"Polygon ((-121.57204837 39.51434557, -121.56463727 39.51434557, -121.56463727 39.51991722, -121.57204837 39.51991722, -121.57204837 39.51434557))"
"2020",CA,CCO,ORC,PARK FIRE,"20075598",2020/07/05,2020/07/07,"14",,21.00000000000,24.09780000000,"1","1",,1676.33259059000,97520.50030450000,"Polygon ((-117.74704108 33.79534871, -117.74263035 33.79534871, -117.74263035 33.79961874, -117.74704108 33.79961874, -117.74704108 33.79534871))"
"2020",CA,CDF,ORC,SILVERADO,"20121364",2020/10/26,2020/11/02,"14",,0.00000000000,12469.20000000000,"7","1",,54296.82913690000,50461086.20330000669,"Polygon ((-117.75554812 33.66482377, -117.64776828 33.66482377, -117.64776828 33.7652136, -117.75554812 33.7652136, -117.75554812 33.66482377))"
"2020",CA,CDF,ORC,BLUE RIDGE,"20121612",2020/10/26,2020/11/02,"14",,0.00000000000,13694.50000000000,"7","1",,54580.29959920000,55419807.59770000726,"Polygon ((-117.76171954 33.87226606, -117.64649266 33.87226606, -117.64649266 33.95656566, -117.76171954 33.95656566, -117.76171954 33.87226606))"
"2020",CA,CDF,ORC,BOND,"20136890",2020/12/03,2020/12/07,"14",,0.00000000000,6681.10000000000,"7","1",,43845.91028040000,27037446.29390000179,"Polygon ((-117.7360457 33.70663786, -117.6044605 33.70663786, -117.6044605 33.77311427, -117.7360457 33.77311427, -117.7360457 33.70663786))"
"2020",CA,CDF,BTU,CLARK,"00009565",2020/08/14,2020/08/14,"14",,110.00000000000,106.78500000000,"1","1",,4262.01057240000,432143.39024500002,"Polygon ((-121.63816394 39.6286044, -121.61647121 39.6286044, -121.61647121 39.63382031, -121.63816394 39.63382031, -121.63816394 39.6286044))"
"2020",CA,CDF,NEU,DULUTH,"00018540",2020/08/10,2020/08/12,"10",,65.00000000000,71.94990000000,"1","1",,4503.21393787000,291171.07646900002,"Polygon ((-121.3237493 38.80149183, -121.31546254 38.80149183, -121.31546254 38.81726498, -121.3237493 38.81726498, -121.3237493 38.80149183))"
"2020",CA,CDF,NEU,KARCHNER,"00002117",2020/06/05,2020/06/06,"2",,30.00000000000,30.02490000000,"1","1",,1532.91614094000,121506.62966100000,"Polygon ((-121.33999136 39.00897336, -121.33672626 39.00897336, -121.33672626 39.01392195, -121.33999136 39.01392195, -121.33999136 39.00897336))"
"2020",CA,LRA,NEU,SIMPSON,"00024660",2020/10/15,2020/10/17,"14",Yuba City Fire,29.00000000000,28.57460000000,"6","1",,1527.38881518000,115637.20294200000,"Polygon ((-121.58216877 39.13743384, -121.57831773 39.13743384, -121.57831773 39.14295724, -121.58216877 39.14295724, -121.58216877 39.13743384))"
"2020",CA,CDF,NEU,WATT,"00012647",2020/06/11,2020/06/13,"14",,40.00000000000,39.86610000000,"1","1",,2753.68457926000,161332.22695099999,"Polygon ((-121.37123514 38.72902695, -121.36495332 38.72902695, -121.36495332 38.73638181, -121.37123514 38.73638181, -121.37123514 38.72902695))"
"2020",CA,CDF,NEU,LOCUST,"00031508",2020/12/31,2020/01/31,"5",,16.00000000000,15.85950000000,"1","1",,1250.44966236000,64181.14149650000,"Polygon ((-121.46859853 38.75879081, -121.46530562 38.75879081, -121.46530562 38.76229181, -121.46859853 38.76229181, -121.46859853 38.75879081))"
"2020",CA,CDF,BTU,GARDEN,"00005015",2020/05/06,2020/05/09,"2",,50.00000000000,49.00990000000,"1","1",,2782.04852379000,198331.49692400001,"Polygon ((-121.60827741 39.54093162, -121.58751735 39.54093162, -121.58751735 39.5655408, -121.60827741 39.5655408, -121.60827741 39.54093162))"
"2020",CA,CDF,BTU,FEATHER,"00008456",2020/07/20,2020/07/22,"14",,14.90000000000,14.74080000000,"1","1",,1173.58918405000,59653.67276000000,"Polygon ((-121.60461645 39.50676671, -121.60123687 39.50676671, -121.60123687 39.51020515, -121.60461645 39.51020515, -121.60461645 39.50676671))"
"2020",CA,CDF,SKU,BADGER,"00005356",2020/07/18,2020/07/19,"10",,557.00000000000,557.30600000000,"1","1",,10070.36691220000,2255337.80261000013,"Polygon ((-122.65491901 41.78290952, -122.62207313 41.78290952, -122.62207313 41.80122748, -122.65491901 41.80122748, -122.65491901 41.78290952))"
"2020",CA,CDF,SKU,MINER,"00005595",2020/07/25,2020/07/25,"14",,22.00000000000,23.13610000000,"1","1",,2175.08855630000,93628.51662169999,"Polygon ((-122.86662492 41.37357482, -122.86074624 41.37357482, -122.86074624 41.37686406, -122.86662492 41.37686406, -122.86662492 41.37357482))"
"2020",CA,CDF,SKU,JENNY 2-3,"00005678",2020/07/27,2020/07/27,"1",From ODF aka Jenny Creek Fed Inc# ORMED-000227,12.00000000000,14.63710000000,"1","1",,1184.21252076000,59234.15533220000,"Polygon ((-122.38844105 42.00852122, -122.38477791 42.00852122, -122.38477791 42.01150732, -122.38844105 42.01150732, -122.38844105 42.00852122))"
"2020",CA,CDF,SKU,SCHOOLHOUSE,"00007096",2020/09/09,2020/09/09,"14",,36.00000000000,37.06400000000,"1","1",,1767.36189264000,149992.83832800001,"Polygon ((-122.8429038 41.67725331, -122.83760579 41.67725331, -122.83760579 41.68135592, -122.8429038 41.68135592, -122.8429038 41.67725331))"
"2020",CA,CDF,SKU,TOWNSEND,"00003484",2020/05/17,2020/05/17,"5",,13.74000000000,13.73040000000,"1","1",,1349.31055249000,55565.06575850000,"Polygon ((-122.48383992 41.72102701, -122.47976061 41.72102701, -122.47976061 41.72367804, -122.48383992 41.72367804, -122.48383992 41.72102701))"
"2020",CA,CDF,SKU,SHACKLEFORD,"00007137",2020/09/11,2020/09/11,"14",,37.00000000000,37.65030000000,"1","1",,2170.90723971000,152365.23568499999,"Polygon ((-123.02606318 41.57100064, -123.01999818 41.57100064, -123.01999818 41.576091, -123.02606318 41.576091, -123.02606318 41.57100064))"
"2020",CA,CDF,TCU,MOC,"00009457",2020/08/20,2020/09/05,"9",Cause= Weed Eating,2857.36000000000,2857.60000000000,"1","1",,19481.69445690000,11564318.75599999912,"Polygon ((-120.30283708 37.77112193, -120.24073656 37.77112193, -120.24073656 37.80470135, -120.30283708 37.80470135, -120.30283708 37.77112193))"
"2020",CA,CDF,TCU,SALT,"00009353",2020/08/18,2020/08/28,"9",Cause = Grinding,1593.91000000000,1593.73000000000,"1","1",,12947.66423380000,6449605.17697000038,"Polygon ((-120.7748837 37.98032156, -120.72872827 37.98032156, -120.72872827 38.01389772, -120.7748837 38.01389772, -120.7748837 37.98032156))"
"2020",CA,CDF,TCU,WALKER,"00006494",2020/06/16,2020/06/23,"9",Cause = Grinding,1422.00000000000,1398.00000000000,"2","1",,15124.51963180000,5657520.49569999985,"Polygon ((-120.73230355 38.0520071, -120.68657033 38.0520071, -120.68657033 38.08671, -120.73230355 38.08671, -120.73230355 38.0520071))"
"2020",CA,CCO,KRN,BAKER,"02024545",2020/06/17,2020/06/18,"14",,165.17979978000,165.18000000000,"1","1",,6175.43881326000,668458.68178800005,"Polygon ((-118.69154025 35.30981353, -118.67039874 35.30981353, -118.67039874 35.31775991, -118.69154025 35.31775991, -118.69154025 35.30981353))"
"2020",CA,CCO,KRN,BENA,"02027271",2020/07/01,2020/07/05,"14",SRA,2884.44390817000,2884.44000000000,"1","1",,17379.38354110000,11672794.15080000088,"Polygon ((-118.7095781 35.29211082, -118.61880738 35.29211082, -118.61880738 35.32190606, -118.7095781 35.32190606, -118.7095781 35.29211082))"
"2020",CA,CCO,KRN,FLAT,"02028833",2020/07/09,2020/07/12,"14",Crew 10,40.09774478730,40.09770000000,"1","1",,2868.04996987000,162392.14091099999,"Polygon ((-118.60383363 35.23917476, -118.5976814 35.23917476, -118.5976814 35.24444269, -118.60383363 35.24444269, -118.60383363 35.23917476))"
"2020",CA,CCO,KRN,COMANCHE,"02031924",2020/07/26,2020/07/27,"14",,66.11648805270,66.11650000000,"1","1",,3324.77250356000,267724.02715099999,"Polygon ((-118.77517496 35.12877337, -118.76763879 35.12877337, -118.76763879 35.13573391, -118.77517496 35.13573391, -118.77517496 35.12877337))"
"2020",CA,CCO,KRN,SHEEP,"02032616",2020/07/30,2020/07/30,"14",,233.05617739200,233.05600000000,"1","1",,5887.39670560000,943144.43621499999,"Polygon ((-118.79588429 35.13382359, -118.7737808 35.13382359, -118.7737808 35.14283091, -118.79588429 35.14283091, -118.79588429 35.13382359))"
"2020",CA,CCO,KRN,RESERVE,"02033499",2020/08/04,2020/08/05,"14",West wind.,11.50082576690,11.50080000000,"1","1",,1432.51318200000,46542.18247580000,"Polygon ((-119.5443555 35.29075498, -119.54084332 35.29075498, -119.54084332 35.29383411, -119.5443555 35.29383411, -119.5443555 35.29075498))"
"2020",CA,CCO,KRN,JOHNSON,"02033650",2020/08/05,2020/08/06,"14",,37.95109591160,37.95110000000,"1","1",,2412.55833245000,154075.80875200001,"Polygon ((-118.54742141 35.12726348, -118.54199372 35.12726348, -118.54199372 35.13329628, -118.54742141 35.13329628, -118.54742141 35.12726348))"
"2020",CA,BLM,CND,SODA,"00034749",2020/06/17,2020/06/17,"1",IRWINID 3c1195d7-ac3c-4a9c-b918-007c11227750 KRN inc# 034749,0.00000000000,421.47000000000,"1","1",,6758.35374210000,1705628.18121999991,"Polygon ((-119.4898114 34.94998807, -119.47237151 34.94998807, -119.47237151 34.9693576, -119.4898114 34.9693576, -119.4898114 34.94998807))"
"2020",CA,CCO,KRN,WOODY,"02035078",2020/08/14,2020/08/14,"14",,90.57170267880,90.57170000000,"1","1",,2861.89232003000,366329.17576499999,"Polygon ((-119.03120621 35.62570344, -119.02019522 35.62570344, -119.02019522 35.63303046, -119.03120621 35.63303046, -119.03120621 35.62570344))"
"2020",CA,CCO,KRN,BLUE,"02035487",2020/08/16,2020/08/17,"14",Crew 10,19.89914145400,19.89910000000,"1","1",,1633.82841820000,80732.54014130002,"Polygon ((-119.27562098 34.92118079, -119.2697132 34.92118079, -119.2697132 34.92367881, -119.27562098 34.92367881, -119.27562098 34.92118079))"
"2020",CA,CCO,KRN,SHERWOOD,"02037640",2020/08/29,2020/08/29,"14",,41.18887316060,41.18890000000,"1","1",,1865.93837844000,180484.11126599999,"Polygon ((-119.09909141 35.64906669, -119.09507883 35.64906669, -119.09507883 35.65598239, -119.09909141 35.65598239, -119.09909141 35.64906669))"
"2020",CA,CCO,KRN,VISTA,"02039431",2020/09/09,2020/09/09,"14",,34.71796290100,34.71800000000,"1","1",,2071.94188357000,140498.58183300000,"Polygon ((-118.50756741 35.13032694, -118.49986763 35.13032694, -118.49986763 35.13358717, -118.50756741 35.13358717, -118.50756741 35.13032694))"
"2020",CA,CCO,KRN,GARCES,"02041011",2020/09/19,2020/09/19,"14",,10.84567745070,10.84570000000,"1","1",,1076.73028329000,43890.86202650000,"Polygon ((-119.35077711 35.7575229, -119.34841565 35.7575229, -119.34841565 35.76110605, -119.35077711 35.76110605, -119.35077711 35.7575229))"
"2020",CA,CCO,KRN,LILAC,"02045515",2020/10/18,2020/10/19,"14",C10,52.84682058970,52.84680000000,"1","1",,2640.84518290000,213863.46839100000,"Polygon ((-118.4761995 35.13412058, -118.4668913 35.13412058, -118.4668913 35.13982056, -118.4761995 35.13982056, -118.4761995 35.13412058))"
"2020",CA,CCO,KRN,WATER,"02052313",2020/12/02,2020/12/03,"14",Perimeter goes all the way to the freeway,22.36359649200,22.36360000000,"1","1",,1799.10047014000,90126.45072700000,"Polygon ((-118.9282244 34.91142546, -118.92406379 34.91142546, -118.92406379 34.91567789, -118.9282244 34.91567789, -118.9282244 34.91142546))"
"2020",CA,CCO,KRN,STAGECOACH,"02033315",2020/08/03,2020/08/03,"14",,7750.00000000000,7750.64000000000,"1","1",,38186.61067030000,31365715.17790000141,"Polygon ((-118.54277938 35.43246051, -118.41499785 35.43246051, -118.41499785 35.47762846, -118.54277938 35.47762846, -118.54277938 35.43246051))"
"2020",CA,CDF,MMU,HUNTERS,"00011682",2020/06/07,2020/06/11,"2",,80.00000000000,82.14010000000,"1","1",,3688.19435587000,332409.18384999997,"Polygon ((-120.2098567 37.59426608, -120.19858112 37.59426608, -120.19858112 37.60599622, -120.2098567 37.60599622, -120.2098567 37.59426608))"
"2020",CA,CDF,MMU,PASS,"00013431",2020/06/28,2020/07/01,"11",,2192.00000000000,2163.66000000000,"1","1",,13312.93164330000,8756174.00341000035,"Polygon ((-121.18603606 37.03002403, -121.14554706 37.03002403, -121.14554706 37.06574003, -121.18603606 37.06574003, -121.18603606 37.03002403))"
"2020",CA,CDF,MMU,POWER,"00014707",2020/07/11,2020/07/15,"11",,108.00000000000,151.54900000000,"1","1",,4128.76656770000,613298.93854700006,"Polygon ((-119.50764633 37.15451841, -119.49350623 37.15451841, -119.49350623 37.16182039, -119.50764633 37.16182039, -119.50764633 37.15451841))"
"2020",CA,CDF,MMU,BEN,"00015036",2020/07/15,2020/07/17,"11",,48.00000000000,48.12540000000,"1","1",,2357.51266224000,194756.36561000001,"Polygon ((-119.96230672 37.42201437, -119.95463904 37.42201437, -119.95463904 37.42880077, -119.96230672 37.42880077, -119.96230672 37.42201437))"
"2020",CA,CDF,MMU,HENSLEY,"00019014",2020/08/30,2020/09/02,"7",,400.00000000000,398.48200000000,"1","1",,11756.41668150000,1612597.35293999990,"Polygon ((-119.91046493 37.05798147, -119.87946558 37.05798147, -119.87946558 37.09303629, -119.91046493 37.09303629, -119.91046493 37.05798147))"
"2020",CA,CDF,SHF,FRANCISCAN,"00008178",2020/08/15,2020/08/15,"2",,15.00000000000,15.77990000000,"1","1",,1776.00131067000,63858.81382380000,"Polygon ((-122.16811647 40.48115482, -122.16405647 40.48115482, -122.16405647 40.48674482, -122.16811647 40.48674482, -122.16811647 40.48115482))"
"2020",CA,CDF,SHU,BAR,"00003809",2020/04/25,2020/04/26,"5",,55.00000000000,57.78560000000,"1","1",,4591.30284250000,233850.14915300001,"Polygon ((-122.97183633 40.62930488, -122.96060633 40.62930488, -122.96060633 40.63585488, -122.97183633 40.63585488, -122.97183633 40.62930488))"
"2020",CA,CDF,SHU,LEOPARD,"00005006",2020/05/31,2020/05/31,"7",,16.00000000000,16.62900000000,"1","1",,2180.15902213000,67295.18955460000,"Polygon ((-122.18207647 40.49183482, -122.17492647 40.49183482, -122.17492647 40.49475482, -122.18207647 40.49475482, -122.18207647 40.49183482))"
"2020",CA,CCO,SBC,DRUM,"02012322",2020/06/14,2020/06/17,"2",SBC 6756,696.00000000000,695.47100000000,"1","1",,14799.60867060000,2814469.61622000020,"Polygon ((-120.28203743 34.6229052, -120.25063744 34.6229052, -120.25063744 34.6418452, -120.28203743 34.6418452, -120.28203743 34.6229052))"
"2020",CA,CCO,SBC,TWITCHELL,"02011706",2020/06/06,2020/06/06,"1",SBC 6375,28.00000000000,28.68450000000,"1","1",,2725.41988611000,116082.25624300000,"Polygon ((-120.29549212 34.95242536, -120.28895659 34.95242536, -120.28895659 34.96119241, -120.29549212 34.96119241, -120.29549212 34.95242536))"
"2020",CA,CCO,SBC,BALLARD,"02023312",2020/10/31,2020/10/31,"14",SBC 12726,17.00000000000,17.29710000000,"1","1",,1735.00130704000,69999.03480860000,"Polygon ((-120.12950491 34.65048038, -120.12631491 34.65048038, -120.12631491 34.65428038, -120.12950491 34.65428038, -120.12950491 34.65048038))"
"2020",CA,CCO,SBC,GAREY,"02025625",2020/11/29,2020/12/01,"2",SBC 13884,12.00000000000,12.15280000000,"1","1",,1990.52037138000,49180.59033080000,"Polygon ((-120.32025741 34.86645518, -120.3155874 34.86645518, -120.3155874 34.86933518, -120.32025741 34.86933518, -120.32025741 34.86645518))"
"2020",CA,CDF,SHU,PLATINA,"00007049",2020/07/19,2020/07/21,"9",,350.00000000000,339.46700000000,"1","1",,7001.98815020000,1373772.70356000005,"Polygon ((-122.75438939 40.4303628, -122.73377117 40.4303628, -122.73377117 40.44565284, -122.75438939 40.44565284, -122.75438939 40.4303628))"
